Sam,,,,,,Grey bold left align = Calculated as proportion of another variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Var no.,Formula,Min,Max,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59,Sample 60,Sample 61,Sample 62,Sample 63,Sample 64,Sample 65,Sample 66,Sample 67,Sample 68,Sample 69,Sample 70,Sample 71,Sample 72,Sample 73,Sample 74,Sample 75,Sample 76,Sample 77,Sample 78,Sample 79,Sample 80,Sample 81,Sample 82,Sample 83,Sample 84,Sample 85,Sample 86,Sample 87,Sample 88,Sample 89,Sample 90,Sample 91,Sample 92,Sample 93,Sample 94,Sample 95,Sample 96,Sample 97,Sample 98,Sample 99,Sample 100,Sample 101,Sample 102,Sample 103,Sample 104,Sample 105,Sample 106,Sample 107,Sample 108,Sample 109,Sample 110,Sample 111,Sample 112,Sample 113,Sample 114,Sample 115,Sample 116,Sample 117,Sample 118,Sample 119,Sample 120,Sample 121,Sample 122,Sample 123,Sample 124,Sample 125,Sample 126,Sample 127,Sample 128,Sample 129,Sample 130,Sample 131,Sample 132,Sample 133,Sample 134,Sample 135,Sample 136,Sample 137,Sample 138,Sample 139,Sample 140,Sample 141,Sample 142,Sample 143,Sample 144,Sample 145,Sample 146,Sample 147,Sample 148,Sample 149,Sample 150,Sample 151,Sample 152,Sample 153,Sample 154,Sample 155,Sample 156,Sample 157,Sample 158,Sample 159,Sample 160,Sample 161,Sample 162,Sample 163,Sample 164,Sample 165,Sample 166,Sample 167,Sample 168,Sample 169,Sample 170,Sample 171,Sample 172,Sample 173,Sample 174,Sample 175,Sample 176,Sample 177,Sample 178,Sample 179,Sample 180,Sample 181,Sample 182,Sample 183,Sample 184,Sample 185,Sample 186,Sample 187,Sample 188,Sample 189,Sample 190,Sample 191,Sample 192,Sample 193,Sample 194,Sample 195,Sample 196,Sample 197,Sample 198,Sample 199,Sample 200,Sample 201,Sample 202,Sample 203,Sample 204,Sample 205,Sample 206,Sample 207,Sample 208,Sample 209,Sample 210,Sample 211,Sample 212,Sample 213,Sample 214,Sample 215,Sample 216,Sample 217,Sample 218,Sample 219,Sample 220,Sample 221,Sample 222,Sample 223,Sample 224,Sample 225,Sample 226,Sample 227,Sample 228,Sample 229,Sample 230,Sample 231,Sample 232,Sample 233,Sample 234,Sample 235,Sample 236,Sample 237,Sample 238,Sample 239,Sample 240,Sample 241,Sample 242,Sample 243,Sample 244,Sample 245,Sample 246,Sample 247,Sample 248,Sample 249,Sample 250
81,0 to 90%,0,90,89.468,48.263,59.51,29.345,78.022,26.242,1.338,42.422,4.697,25.767,65.764,2.161,71.719,33.925,48.814,67.959,2.913,81.382,13.078,84.703,32.242,3.037,78.202,72.795,53.48,6.383,26.574,51.144,45.959,70.598,77.554,41.896,23.179,49.354,10.91,48.57,47.611,78.226,15.214,89.214,81.169,40.645,59.765,39.88,68.981,10.856,13.549,38.007,32.736,85.095,51.234,73.939,31.202,52.376,5.777,62.96,3.189,85.715,37.959,15.384,16.243,81.715,81.125,13.367,76.383,76.243,15.937,77.669,63.876,71.498,38.271,53.212,88.145,33.689,29.123,4.524,83.59,60.222,84.883,21.173,86.995,85.359,37.792,54.268,6.849,5.663,43.448,49.61,42.345,2.763,54.429,80.182,15.928,46.926,63.373,87.647,89.262,69.228,82.273,59.775,15.318,72.659,4.758,3.076,31.082,68.852,69.119,88.034,32.746,53.932,35.298,72.769,66.927,3.217,75.964,86.248,32.059,53.17,31.426,75.927,6.628,22.302,32.091,35.33,62.492,86.891,65.939,1.409,13.403,65.285,34.194,62.462,72.688,66.054,45.094,57.698,15.231,73.887,74.293,33.101,1.762,37.317,81.173,65.855,22.235,8.662,9.027,88.058,89.715,14.177,54.256,46.246,0.833,82.595,42.338,54.779,50.481,58.786,14.951,32.086,8.309,82.777,2.84,57.459,80.954,50.407,18.687,22.771,46.04,25.315,16.682,67.569,88.126,33.434,51.29,55.822,55.012,81.318,31.981,78.126,31.469,6.23,74.7,58.354,70.371,26.219,76.831,51.936,13.894,28.547,20.723,80.506,86.455,62.448,35.298,77.824,30.313,66.77,33.502,46.313,66.249,10.914,15.157,52.577,25.61,10.385,66.397,33.897,85.034,3.862,89.8,41.536,54.661,89.799,86.943,29.783,83.812,65.59,81.928,85.165,42.73,41.841,18.206,74.687,29.396,56.159,20.499,8.309,68.129,43.148,33.979,41.179,37.874,7.977,23.569,33.999,11.262,9.134,17.472,85.283,39.43,20.084,82.118,48.823,77.15,76.021,84.625,12.685,20.303,75.393
82.EQ.81.1,0 to 90%,0,VAR.81,89.468,48.263,59.51,29.345,78.022,26.242,1.338,42.422,4.697,25.767,65.764,2.161,71.719,33.925,48.814,67.959,2.913,81.382,13.078,84.703,32.242,3.037,78.202,72.795,53.48,6.383,26.574,51.144,45.959,70.598,77.554,41.896,23.179,49.354,10.91,48.57,47.611,78.226,15.214,89.214,81.169,40.645,59.765,39.88,68.981,10.856,13.549,38.007,32.736,85.095,51.234,73.939,31.202,52.376,5.777,62.96,3.189,85.715,37.959,15.384,16.243,81.715,81.125,13.367,76.383,76.243,15.937,77.669,63.876,71.498,38.271,53.212,88.145,33.689,29.123,4.524,83.59,60.222,84.883,21.173,86.995,85.359,37.792,54.268,6.849,5.663,43.448,49.61,42.345,2.763,54.429,80.182,15.928,46.926,63.373,87.647,89.262,69.228,82.273,59.775,15.318,72.659,4.758,3.076,31.082,68.852,69.119,88.034,32.746,53.932,35.298,72.769,66.927,3.217,75.964,86.248,32.059,53.17,31.426,75.927,6.628,22.302,32.091,35.33,62.492,86.891,65.939,1.409,13.403,65.285,34.194,62.462,72.688,66.054,45.094,57.698,15.231,73.887,74.293,33.101,1.762,37.317,81.173,65.855,22.235,8.662,9.027,88.058,89.715,14.177,54.256,46.246,0.833,82.595,42.338,54.779,50.481,58.786,14.951,32.086,8.309,82.777,2.84,57.459,80.954,50.407,18.687,22.771,46.04,25.315,16.682,67.569,88.126,33.434,51.29,55.822,55.012,81.318,31.981,78.126,31.469,6.23,74.7,58.354,70.371,26.219,76.831,51.936,13.894,28.547,20.723,80.506,86.455,62.448,35.298,77.824,30.313,66.77,33.502,46.313,66.249,10.914,15.157,52.577,25.61,10.385,66.397,33.897,85.034,3.862,89.8,41.536,54.661,89.799,86.943,29.783,83.812,65.59,81.928,85.165,42.73,41.841,18.206,74.687,29.396,56.159,20.499,8.309,68.129,43.148,33.979,41.179,37.874,7.977,23.569,33.999,11.262,9.134,17.472,85.283,39.43,20.084,82.118,48.823,77.15,76.021,84.625,12.685,20.303,75.393
83.EQ.81.2,0 to 90%,0,VAR.81,89.468,48.263,59.51,29.345,78.022,26.242,1.338,42.422,4.697,25.767,65.764,2.161,71.719,33.925,48.814,67.959,2.913,81.382,13.078,84.703,32.242,3.037,78.202,72.795,53.48,6.383,26.574,51.144,45.959,70.598,77.554,41.896,23.179,49.354,10.91,48.57,47.611,78.226,15.214,89.214,81.169,40.645,59.765,39.88,68.981,10.856,13.549,38.007,32.736,85.095,51.234,73.939,31.202,52.376,5.777,62.96,3.189,85.715,37.959,15.384,16.243,81.715,81.125,13.367,76.383,76.243,15.937,77.669,63.876,71.498,38.271,53.212,88.145,33.689,29.123,4.524,83.59,60.222,84.883,21.173,86.995,85.359,37.792,54.268,6.849,5.663,43.448,49.61,42.345,2.763,54.429,80.182,15.928,46.926,63.373,87.647,89.262,69.228,82.273,59.775,15.318,72.659,4.758,3.076,31.082,68.852,69.119,88.034,32.746,53.932,35.298,72.769,66.927,3.217,75.964,86.248,32.059,53.17,31.426,75.927,6.628,22.302,32.091,35.33,62.492,86.891,65.939,1.409,13.403,65.285,34.194,62.462,72.688,66.054,45.094,57.698,15.231,73.887,74.293,33.101,1.762,37.317,81.173,65.855,22.235,8.662,9.027,88.058,89.715,14.177,54.256,46.246,0.833,82.595,42.338,54.779,50.481,58.786,14.951,32.086,8.309,82.777,2.84,57.459,80.954,50.407,18.687,22.771,46.04,25.315,16.682,67.569,88.126,33.434,51.29,55.822,55.012,81.318,31.981,78.126,31.469,6.23,74.7,58.354,70.371,26.219,76.831,51.936,13.894,28.547,20.723,80.506,86.455,62.448,35.298,77.824,30.313,66.77,33.502,46.313,66.249,10.914,15.157,52.577,25.61,10.385,66.397,33.897,85.034,3.862,89.8,41.536,54.661,89.799,86.943,29.783,83.812,65.59,81.928,85.165,42.73,41.841,18.206,74.687,29.396,56.159,20.499,8.309,68.129,43.148,33.979,41.179,37.874,7.977,23.569,33.999,11.262,9.134,17.472,85.283,39.43,20.084,82.118,48.823,77.15,76.021,84.625,12.685,20.303,75.393
SYN.29,Current to +50%,"5,036,070","7,554,105",5351091.008,5881879.509,5753668.217,5784819.455,6097309.965,6215740.741,5522986.577,7169087.668,7191769.333,7119359.405,6188064.989,7309703.842,7090136.802,5303334.019,7221701.059,6516536.145,5616231.493,5565795.826,6211295.971,6400808.33,5629775.44,5674497.449,5891156.414,5734444.566,5698004.23,7045164.205,6141500.561,5934266.801,6448045.165,5974707.482,5585460.548,6713857.539,5052448.968,5221871.718,5344477.35,5534213.051,5794865.073,6889088.817,5616928.441,7273537.06,6253864.89,7445247.031,6434325.528,6696088.232,5248558.034,6895487.433,7551797.288,5428499.358,6533986.125,5368338.623,6122506.645,6307618.138,7256313.446,6413312.984,7340245.928,6155817.936,7415497.384,5593087.716,5938246.147,5599207.716,5805392.674,6661843.448,6621531.807,5345295.527,5280052.749,6702411.445,5387564.865,7379395.414,7244316.854,5544577.326,5513437.965,5733904.384,5293171.934,5428802.868,5286714.063,5977135.831,5759141.425,5490255.691,6509458.689,6112143.661,7280655.826,7060519.181,6305476.071,6386705.188,7155253.015,6650895.769,5741670.612,6677115.257,5763344.233,7490815.854,5266489.993,5258566.005,5508313.997,7541919.972,6145417.669,7312876.885,6635930.065,6203113.319,6947248.464,6669942.28,5413815.103,7481916.202,7358481.281,6425576.563,6521166.031,5373256.698,7034325.086,6608285.554,6673713.27,5586157.866,5292560.915,6202393.216,6135634.432,5239440.958,6149465.174,6846609.029,7194497.982,5679499.449,5369371.271,6221246.046,6547282.426,5605943.014,6921091.293,5907076.487,6888257.074,5064562.988,5253705.005,6247342.744,5541215.717,6794086.041,6392228.168,5182025.699,7178731.623,5706148.924,5638975.71,7423041.357,5559358.276,7398386.815,6464241.471,6774478.387,7540735.483,5685406.595,5109700.046,7152261.681,5597534.482,6036305.768,5828973.312,5213239.814,6966450.941,6202399.452,5589684.337,7087016.084,5490379.377,7351934.809,5679491.41,6808610.532,5764003.226,6432000.192,5506207.861,6384849.867,5194761.002,5944781.404,6423046.83,5376508.302,7224890.836,7300672.509,6790006.799,7026267.524,5123358.325,7442141.784,5232857.663,5356082.28,6614244.502,6723008.602,5467707.98,7053524.192,7064252.081,5631873.957,5264349.019,6315171.921,5308759.603,5432794.263,6051700.436,5241288.238,6949227.348,5912103.261,5989775.874,6384562.797,6413051.001,5481754.685,6110808.953,7114108.21,6521017.337,5307919.548,6502532.746,6638467.66,6228073.45,6480830.52,6600239.384,7408046.907,6349320.056,5716379.622,6088679.565,6769420.51,7085590.053,6428632.903,6712245.875,6583124.197,5589191.508,5365885.756,6719827.164,7089199.453,5570560.903,6356244.242,5485235.39,6186409.809,5860984.974,5485272.718,6266190.438,6997068.716,6181785.768,6188089.15,6161289.307,6985318.529,6094589.765,5287124.624,5213842.271,6826948.873,6023504.281,5079086.664,7316073.107,5223767.907,6098176.049,5299100.27,5622977.114,6126695.965,6240776.222,5131442.385,5176130.943,5227773.334,5205895.377,5714861.932,6244440.824,7523419.63,5580801.173,5235364.515,5319743.76,6466868.691,6167342.053,7302589.386
118,0 to 100% of buildings,0,"7,554,105",669453,1797434.769,1524972.197,1591171.877,2255247.3,2506925.239,1034749.285,4532888.408,4581089.348,4427210.583,2448111.335,4831712.667,4365109.458,567964.34,4644697.436,3146147.324,1232904.605,1125723.472,2497479.632,2900213.462,1261686.927,1356725.931,1817149.175,1484119.902,1406680.33,4269537.927,2349156.997,1908763.312,3000596.74,1994704.04,1167513.088,3565476.181,34807.042,394848.326,655398.276,1058606.732,1612519.878,3937861.201,1234385.694,4754854.427,2587943.092,5119756.297,2971441.057,3527714.522,451559.573,3951458.938,5346186.875,833953.94,3183230.379,706106.008,2308792.914,2702174.436,4718252.422,2926787.177,4896617.835,2379582.933,5056535.148,1183721.629,1917219.842,1196727.276,1634892.146,3454940.729,3369274.224,657136.988,518489.178,3541152.018,746963.808,4979814.639,4692758.394,1080631.914,1014457.474,1482971.96,546368.834,834598.93,532645.175,1999864.541,1536603.344,965192.688,3131106.981,2286770.474,4769982.558,4302168.878,2697622.317,2870242.792,4503488.307,3431675.752,1499476.015,3487394.94,1545534.755,5216594.871,489666.884,472827.57,1003568.499,5325196.534,2357481.265,4838455.722,3399872.047,2480090.631,4061456.611,3472151.604,802748.344,5197682.168,4935369.891,2952848.58,3155986.321,716557.437,4246503.652,3341124.533,3480165.358,1168994.964,545070.355,2478560.335,2336690.851,432184.821,2366082.641,3847587.153,4586888.016,1367355.711,708300.494,2518624.595,3211486.427,1211040.499,4005869.851,1850981.014,3936093.66,60550.616,462497.431,2574082.843,1073488.139,3735970.242,2881979.71,310171.316,4553382.833,1423988.667,1281238.475,5072566.888,1112042.997,5020173.376,3035015.604,3694301.901,5322679.37,1379909.023,156471.645,4497131.404,1193171.477,2125606.921,1685003.498,376504.615,4102263.906,2478573.587,1176489.088,4358477.603,965455.532,4921457.945,1367338.628,3766836.323,1546935.185,2966499.472,999092.738,2866300.038,337235.183,1931107.957,2947472.629,723467.441,4651476.05,4812520.129,3727301.421,4229380.48,185496.934,5113157.32,418194.621,680059.982,3353787.93,3584923.159,917276.413,4287303.784,4310101.685,1266146.498,485117.088,2718227.026,579494.282,843081.067,2158322.221,436110.487,4065661.949,1861663.442,2026725.969,2865689.984,2926230.435,947127.149,2283934.078,4416051.24,3155670.332,577709.076,3116388.617,3405264.705,2533133.553,3070269.089,3324025.569,5040702.095,2790795.428,1445729.984,2236906.786,3683553.378,4355447.134,2959343.626,3562051.223,3287653.985,1175441.774,700893.406,3578162.266,4363117.491,1135849.767,2805510.056,954524.015,2444593.903,1753031.669,954603.341,2614136.187,4167329.921,2434767.325,2448162.68,2391210.177,4142359.53,2249466.586,533517.66,377784.9,3805807.241,2098402.406,91414.967,4845248.031,398877.927,2257087.82,558967.176,1247239.765,2317695.662,2560128.287,202676.418,297644.336,407389.884,360896.908,1442504.732,2567915.955,5285881.348,1157611.424,423521.948,602836.778,3040598.725,2404072.903,4816593.696
119.COM.118,0 to 100% of buildings,0,"7,554,105",4681638.008,4084444.74,4228696.02,4193647.578,3842062.665,3708815.502,4488237.292,2636199.26,2610679.985,2692148.821,3739953.654,2477991.174,2725027.344,4735369.679,2577003.623,3370388.821,4383326.888,4440072.354,3713816.339,3500594.867,4368088.513,4317771.518,4074007.239,4250324.663,4291323.9,2775626.278,3792343.565,4025503.489,3447448.426,3980003.441,4417947.459,3148381.358,5017641.926,4827023.392,4689079.074,4475606.319,4182345.195,2951227.616,4382542.747,2518682.633,3665921.797,2325490.734,3462884.471,3168373.71,4796998.461,2944028.495,2205610.412,4594545.418,3350755.746,4662232.615,3813713.732,3605443.702,2538061.023,3486525.807,2443628.093,3776235.003,2358962.236,4409366.087,4021026.304,4402480.44,4170500.528,3206902.719,3252257.583,4688158.539,4761563.572,3161259.427,4640601.057,2399580.776,2551558.459,4463945.412,4498980.491,4250932.424,4746803.1,4594203.938,4754068.888,3977271.291,4222538.081,4525063.004,3378351.708,3825373.187,2510673.268,2758350.303,3607853.753,3516462.396,2651764.708,3219220.017,4242194.596,3189720.317,4217809.478,2274220.983,4776823.109,4785738.435,4504745.498,2216723.438,3787936.404,2474421.164,3236058.018,3723022.688,2885791.854,3197790.676,4611066.759,2284234.034,2423111.39,3472727.983,3365179.71,4656699.261,2787821.434,3267161.021,3193547.912,4417162.902,4747490.561,3723832.881,3798943.581,4807256.137,3783382.533,2999021.876,2607609.966,4312143.738,4661070.777,3702621.451,3335795.999,4394902.515,2915221.442,4056095.472,2952163.414,5004012.372,4791207.574,3673259.901,4467727.578,3058115.799,3510248.458,4871854.383,2625348.789,4282160.257,4357737.235,2350474.468,4447315.279,2378213.439,3429225.867,3080176.486,2218056.114,4305497.572,4953228.401,2655130.277,4404363.005,3910698.847,4143969.814,4836735.199,2864187.035,3723825.865,4413195.249,2728538.482,4524923.845,2430476.864,4312152.782,3041774.208,4217068.041,3465500.72,4507115.124,3518549.828,4857525.819,4013673.447,3475574.2,4653040.861,2573414.786,2488152.38,3062705.378,2796887.044,4937861.391,2328984.465,4814663.042,4676022.299,3260456.573,3138085.443,4550431.567,2766220.407,2754150.396,4365727.459,4779231.931,3596944.895,4729265.321,4589713.196,3893378.215,4805177.751,2883565.4,4050439.819,3963049.904,3518872.813,3486820.566,4534627.536,3826874.875,2698056.971,3365347.005,4730210.472,3386144.128,3233202.955,3694939.898,3410561.43,3276213.814,2367344.812,3558524.628,4270649.638,3851772.779,3085867.132,2730142.918,3469289.277,3150194.652,3295470.212,4413749.734,4664992.35,3141664.898,2726081.961,4434711.137,3550734.186,4530711.375,3741815.906,4107953.305,4530669.377,3652054.251,2829738.795,3747018.442,3739926.47,3770079.13,2842959,3845123.179,4753606.964,4836057.371,3021141.633,3925101.875,4987671.698,2470825.076,4824889.98,3841088.229,4740133.094,4375737.349,3809000.303,3680647.935,4928765.968,4878486.608,4820383.45,4844998.469,4272357.2,3676524.869,2237538.282,4423189.749,4811842.567,4716906.982,3426269.966,3763269.15,2485995.69
120,Current to -50%,76,152,104.14,142.867,100.997,76.151,143.898,120.922,122.393,99.988,121.994,134.08,99.863,114.268,123.764,127.397,103.142,78.837,137.14,121.62,120.926,82.107,118.759,120.047,126.314,83.006,93.738,126.431,113.184,135.041,103.804,116.689,144.398,144.879,120.045,131.799,100.846,134.475,117.746,103.036,111.818,111.442,81.585,130.475,122.366,79.016,107.224,143.071,118.386,151.005,79.704,99.463,87.016,119.882,117.97,76.217,129.257,109.215,105.07,109.019,143.542,135.554,125.542,117.791,150.478,91.901,132.073,77.524,118.794,87.547,107.815,107.793,125.132,144.76,148.197,114.319,130.203,98.224,145.019,139.157,91.727,108.42,136.873,128.003,85.693,129.863,87.329,135.033,116.379,150.381,142.95,83.237,118.507,119.718,83.981,77.24,87.28,80.814,106.359,79.291,141.367,76.158,76.806,150.117,100.861,88.117,110.523,150.393,83.441,114.177,138.238,86.27,128.331,79.867,117.841,126.821,126.394,108.607,117.769,129.768,103.317,99.124,110.579,81.332,137.087,88.872,89.853,83.006,141.204,119.272,138.354,109.631,99.664,78.735,146.264,115.57,86.951,89.726,144.021,107.752,130.05,94.881,78.496,140.913,139.492,137.773,118.12,135.909,85.66,92.402,121.705,112.317,106.404,120.547,124.627,81.036,95.546,91.402,143.126,93.915,78.926,82.351,93.222,137.03,148.442,78.496,125.615,114.327,132.591,128.671,133.85,117.871,130.523,83.039,126.635,98.822,83.613,96.102,91.586,108.93,84.773,138.193,124.443,121.965,109.924,99.608,124.376,82.373,78.796,143.562,92.436,80.375,141.524,97.983,117.047,81.739,117.588,146.281,132.494,99.74,148.482,137.773,116.996,87.739,84.948,112.459,121.84,107.335,108.665,133.724,114.789,93.129,120.175,95.638,77.911,103.48,97.837,80.815,128.406,102.435,100.882,128.613,118.362,114.135,122.268,82.222,107.855,124.575,95.962,142.887,118.171,138.416,138.923,142.552,77.834,143.997,78.96,133.549,138.339,117.918,114.778,80.055,101.249,82.48,125.499,101.807,108.55,94.819,115.103,91.366,135.155,148.756
121,Current to -50%,76,152,125.063,89.218,95.308,100.143,149.296,95.231,128.277,81.183,78.843,81.591,119.504,87.777,96.837,106.813,136.032,82.131,108.005,138.816,122.807,77.963,138.553,128.691,98.211,77.408,108.306,126.914,107.207,104.536,103.981,123.364,83.566,108.375,101.951,98.181,125.741,143.586,80.652,102.318,104.946,115.363,148.219,78.905,80.975,107.249,126.594,103.387,100.368,87.118,128.057,106.888,100.16,111.556,96.173,144.319,98.713,123.467,113.336,102.706,81.162,76.461,138.033,145.044,102.328,79.67,144.18,90.269,124.596,121.997,134.896,118.769,143.203,114.237,81.363,131.882,149.177,102.363,151.158,103.679,118.09,107.29,145.867,123.05,83.2,82.321,94.131,132.944,127.602,117.555,137.83,131.52,151.56,78.686,83.599,144.148,97.081,142.07,124.289,83.181,125.799,86.827,127.207,121.897,99.342,92.604,87.628,84.898,121.074,150.085,110.755,125.809,141.442,88.129,128.618,113.789,106.528,105.714,106.58,82.525,131.98,116.4,146.782,130.883,104.267,100.855,124.079,83.325,85.758,104.874,89.81,108.428,114.984,146.384,79.476,135.961,109.209,140.245,80.988,97.02,109.843,123.749,83.014,97.704,120.929,119.587,109.531,91.561,137.07,90.724,102.294,149.639,149.799,151.912,136.946,142.824,111.257,101.882,76.778,120.173,84.213,125.063,88.893,88.086,76.425,116.636,93.767,121.643,115.131,90.08,140.374,123.15,110.163,109.852,81.598,108.108,130.468,124.104,79.569,125.51,106.816,148.046,108.408,102.003,136.144,117.558,94.593,126.116,120.541,97.834,96.586,150.361,136.367,98.45,149.598,83.691,132.691,101.733,151.667,140.312,95.091,97.502,151.082,90.156,104.237,113.09,118.693,134.003,108.075,108.422,112.327,133.617,110.381,86.714,89.271,119.406,111.434,131.013,141.042,101.35,116.827,92.031,148.224,95.87,92.292,109.377,91.997,83.11,84.968,76.308,151.136,76.277,100.848,115.735,118.333,119.639,89.767,133.631,96.489,94.085,110.991,117.879,102.712,149.603,142.317,141.972,132.75,102.016,110.871,95.165,85.2,84.667
123,0 to 100% of buildings,0,100,9.695,98.415,97.665,91.418,7.408,51.307,79.081,18.812,9.13,10.954,17.535,47.079,47.955,27.094,35.2,19.755,69.107,59.663,75.897,32.947,17.306,15.03,61.637,90.37,77.335,73.01,82.442,74.396,2.75,28.38,56.984,69.185,2.372,91.199,22.415,91.124,0.111,95.754,79.807,15.167,35.177,50.004,73.494,3.79,28.324,48.17,88.875,3.642,17.185,68.926,71.137,79.596,64.025,9.431,97.135,46.312,67.511,11.025,94.893,37.745,92.015,38.896,98.803,1.097,46.262,53.897,85.374,62.164,32.298,92.672,25.51,23.271,82.449,58.983,81.799,28.762,89.218,95.223,43.022,69.43,18.274,36.577,58.536,75.766,92.897,25.167,7.668,18.006,67.214,75.395,79.764,58.779,83.747,65.179,33.45,14.824,79.488,48.754,14.027,78.446,71.715,34.948,17.568,57.876,44.625,91.779,61.942,20.531,70.074,4.718,24.075,62.613,76.834,61.946,65.95,53.652,92.803,8.88,33.613,65.149,62.626,35.683,73.517,17.096,99.443,84.631,13.368,96.456,70.457,28.113,37.377,72.417,36.233,53.959,27.236,69.51,68.723,92.36,67.426,77.65,69.183,83.937,71.064,83.236,50.061,16.911,16.646,37.766,45.367,41.036,54.634,23.438,28.02,13.768,2.658,19.97,69.064,48.446,86.81,4.313,58.609,50.381,71.523,42.205,50.119,45.439,4.48,7.583,25.539,5.79,27.975,96.506,95.572,7.533,43.335,65.62,53.987,80.168,90.034,28.353,56.803,78.436,81.58,19.954,89.691,38.261,72.658,74.264,5.45,86.409,57.996,14.092,43.798,76.415,53.329,73.126,96.895,37.137,46.022,92.315,93.762,82.607,83.173,58.543,86.788,89.018,24.446,79.495,20.29,70.969,23.81,1.979,46.035,42.31,12.955,76.052,13.553,53.88,18.605,33.322,73.51,33.551,4.96,73.589,63.322,56.067,69.801,91.201,82.287,60.043,61.578,97.355,22.499,65,56.282,70.188,61.634,6.535,24.701,76.588,24.656,66.99,81.879,4.66,52.823,0.773,30.214,63.747,88.938,90.146
SYNCOM.123,0 to 100% of buildings,0,100,90.305,1.585,2.335,8.582,92.592,48.693,20.919,81.188,90.87,89.046,82.465,52.921,52.045,72.906,64.8,80.245,30.893,40.337,24.103,67.053,82.694,84.97,38.363,9.63,22.665,26.99,17.558,25.604,97.25,71.62,43.016,30.815,97.628,8.801,77.585,8.876,99.889,4.246,20.193,84.833,64.823,49.996,26.506,96.21,71.676,51.83,11.125,96.358,82.815,31.074,28.863,20.404,35.975,90.569,2.865,53.688,32.489,88.975,5.107,62.255,7.985,61.104,1.197,98.903,53.738,46.103,14.626,37.836,67.702,7.328,74.49,76.729,17.551,41.017,18.201,71.238,10.782,4.777,56.978,30.57,81.726,63.423,41.464,24.234,7.103,74.833,92.332,81.994,32.786,24.605,20.236,41.221,16.253,34.821,66.55,85.176,20.512,51.246,85.973,21.554,28.285,65.052,82.432,42.124,55.375,8.221,38.058,79.469,29.926,95.282,75.925,37.387,23.166,38.054,34.05,46.348,7.197,91.12,66.387,34.851,37.374,64.317,26.483,82.904,0.557,15.369,86.632,3.544,29.543,71.887,62.623,27.583,63.767,46.041,72.764,30.49,31.277,7.64,32.574,22.35,30.817,16.063,28.936,16.764,49.939,83.089,83.354,62.234,54.633,58.964,45.366,76.562,71.98,86.232,97.342,80.03,30.936,51.554,13.19,95.687,41.391,49.619,28.477,57.795,49.881,54.561,95.52,92.417,74.461,94.21,72.025,3.494,4.428,92.467,56.665,34.38,46.013,19.832,9.966,71.647,43.197,21.564,18.42,80.046,10.309,61.739,27.342,25.736,94.55,13.591,42.004,85.908,56.202,23.585,46.671,26.874,3.105,62.863,53.978,7.685,6.238,17.393,16.827,41.457,13.212,10.982,75.554,20.505,79.71,29.031,76.19,98.021,53.965,57.69,87.045,23.948,86.447,46.12,81.395,66.678,26.49,66.449,95.04,26.411,36.678,43.933,30.199,8.799,17.713,39.957,38.422,2.645,77.501,35,43.718,29.812,38.366,93.465,75.299,23.412,75.344,33.01,18.121,95.34,47.177,99.227,69.786,36.253,11.062,9.854
